State,District,Subdivision,Block,Panchayat,Village,Pincode
Odisha,Puri,Gop,Gop,Sadansa,Badagaon,752002
Odisha,Puri,Gop,Gop,Sagena,Bantaligram,752002
Odisha,Puri,Gop,Gop,Sahukhanata,Simili,752002
Odisha,Puri,Gop,Gop,Samakula,Sorava,752107
Odisha,Puri,Gop,Gop,Sanaaloi,Rahangorada,752121
Odisha,Puri,Gop,Gop,Sanakiapala,Boulanga,752107
Odisha,Puri,Gop,Gop,Sanakundura,Mahalapada,752116
Odisha,Puri,Gop,Gop,Sankhatira,Davara,752002
Odisha,Puri,Gop,Gop,Santaras,Rahangorada,752121
Odisha,Puri,Gop,Gop,Sareda,Banakhandi,752002
Odisha,Puri,Gop,Gop,Saroda,Gop,752110
Odisha,Puri,Gop,Gop,Sauria,Birtung,752116
Odisha,Puri,Gop,Gop,Shirihana,Chhaitana,752002
Odisha,Puri,Gop,Gop,Simili,Simili,752002
Odisha,Puri,Gop,Gop,Simuli,Desthali,752107
Odisha,Puri,Gop,Gop,Sirei,Ishanpur,752017
Odisha,Puri,Gop,Gop,Siripur,Simili,752002
Odisha,Puri,Gop,Gop,Siso,Ganeswarpur,752110
Odisha,Puri,Gop,Gop,Sithura,Boulanga,752107
Odisha,Puri,Gop,Gop,Sobhanpur,Ganeswarpur,752110
Odisha,Puri,Gop,Gop,Sohana,Ishanpur,752011
Odisha,Puri,Gop,Gop,Solapur,Nagapur,752110
Odisha,Puri,Gop,Gop,Sorabha,Sorava,752107
Odisha,Puri,Gop,Gop,Srikerenda,Andhra Ichhapur,752002
Odisha,Puri,Gop,Gop,Suaro,Boulanga,752107
Odisha,Puri,Gop,Gop,Sudukhanda,Bantaligram,752002
Odisha,Puri,Gop,Gop,Sujanagar,Kuanpada,752002
Odisha,Puri,Gop,Gop,Sutana,Sutan,752002
Odisha,Puri,Gop,Gop,Talakapa,Bantaligram,752002
Odisha,Puri,Gop,Gop,Tarahana,Bantaligram,752002
Odisha,Puri,Gop,Gop,Tarakor,Tarakor,752002
Odisha,Puri,Gop,Gop,Thorab,Gadabhingura,752002
Odisha,Puri,Gop,Gop,Tilakusum,Mahalapada,752116
Odisha,Puri,Gop,Gop,Tilipadagarh,Ganeswarpur,752110
Odisha,Puri,Gop,Gop,Tiruna,Sorava,752107
Odisha,Puri,Gop,Gop,Uchhupur,Bantaligram,752002
Odisha,Puri,Gop,Gop,Uruali,Kuanpada,752002
Odisha,Puri,Kakatpur,Kakat Pur,Abadan,Abadan,752118
Odisha,Puri,Kakatpur,Kakat Pur,Adhual,Kurujanga,752111
Odisha,Puri,Kakatpur,Kakat Pur,Ajamapur,Kotakana,752118
Odisha,Puri,Kakatpur,Kakat Pur,Anantapur,Othaka,752108
Odisha,Puri,Kakatpur,Kakat Pur,Anipatia,Kurujanga,752111
Odisha,Puri,Kakatpur,Kakat Pur,Aruhan,Abadan,752118
Odisha,Puri,Kakatpur,Kakat Pur,Badakusti,Bangurigaon,752118
Odisha,Puri,Kakatpur,Kakat Pur,Badaolangar,Lataharan,752119
Odisha,Puri,Kakatpur,Kakat Pur,Bagal,Jaleswarpada,752118
Odisha,Puri,Kakatpur,Kakat Pur,Bajapur,Kundhei,752046
Odisha,Puri,Kakatpur,Kakat Pur,Balara,Kantapada,752118
Odisha,Puri,Kakatpur,Kakat Pur,Bamara,Kurujanga,752111
Odisha,Puri,Kakatpur,Kakat Pur,Banbarada,Jaleswarpada,752118
Odisha,Puri,Kakatpur,Kakat Pur,Bangurigram,Bangurigaon,752118
Odisha,Puri,Kakatpur,Kakat Pur,Bania,Bangurigaon,752118
Odisha,Puri,Kakatpur,Kakat Pur,Belarijhatia,Jaleswarpada,752118
Odisha,Puri,Kakatpur,Kakat Pur,Bhanapur,Kurujanga,752111
Odisha,Puri,Kakatpur,Kakat Pur,Bhandagarh,Bhandaghar,752118
Odisha,Puri,Kakatpur,Kakat Pur,Bhandisahi,Patasundarpur,752108
Odisha,Puri,Kakatpur,Kakat Pur,Bianla,Kurujanga,752111
Odisha,Puri,Kakatpur,Kakat Pur,Bibhutipur,Kotakana,752118
Odisha,Puri,Kakatpur,Kakat Pur,Bobua,Kaduanuagaon,752118
Odisha,Puri,Kakatpur,Kakat Pur,Bodaraula,Bangurigaon,752118
Odisha,Puri,Kakatpur,Kakat Pur,Champahar,Kurujanga,752111
Odisha,Puri,Kakatpur,Kakat Pur,Chatuanak,Kurujanga,752111
Odisha,Puri,Kakatpur,Kakat Pur,Chheliberuhan,Jaleswarpada,752118
Odisha,Puri,Kakatpur,Kakat Pur,Chhotarapur,Kundhei,752046
Odisha,Puri,Kakatpur,Kakat Pur,Chhotipada,Bangurigaon,752118
Odisha,Puri,Kakatpur,Kakat Pur,Deuli,Kakatpur,752108
Odisha,Puri,Kakatpur,Kakat Pur,Dhanitri,Kaduanuagaon,752111
Odisha,Puri,Kakatpur,Kakat Pur,Dudhiabar,Kurujanga,752111
Odisha,Puri,Kakatpur,Kakat Pur,Furusipada,Jaleswarpada,752118
Odisha,Puri,Kakatpur,Kakat Pur,Garanayarchhara,Bangurigaon,752118
Odisha,Puri,Kakatpur,Kakat Pur,Godhanpada,Kurujanga,752111
Odisha,Puri,Kakatpur,Kakat Pur,Gokulpur,Kotakana,752013
Odisha,Puri,Kakatpur,Kakat Pur,Gopikantapur,Suhanpur,752110
Odisha,Puri,Kakatpur,Kakat Pur,Guhalpur,Abadan,752118
Odisha,Puri,Kakatpur,Kakat Pur,Haladibasanta,Bangurigaon,752118
Odisha,Puri,Kakatpur,Kakat Pur,Haridaspur,Kundhei,752046
Odisha,Puri,Kakatpur,Kakat Pur,Hasinipur,Suhagpur,752107
Odisha,Puri,Kakatpur,Kakat Pur,Itapada,Bhandaghar,752118
Odisha,Puri,Kakatpur,Kakat Pur,Jaganathapada,Kaduanuagaon,752118
Odisha,Puri,Kakatpur,Kakat Pur,Jaleswarpada,Jaleswarpada,752118
Odisha,Puri,Kakatpur,Kakat Pur,Jamara,Kurujanga,752111
Odisha,Puri,Kakatpur,Kakat Pur,Jamatala,Kurujanga,752111
Odisha,Puri,Kakatpur,Kakat Pur,Joganidra,Kurujanga,752111
Odisha,Puri,Kakatpur,Kakat Pur,Kaduanuagan,Kaduanuagaon,752118
Odisha,Puri,Kakatpur,Kakat Pur,Kahal,Kakatpur,752108
Odisha,Puri,Kakatpur,Kakat Pur,Kajalpatia,Jaleswarpada,752118
Odisha,Puri,Kakatpur,Kakat Pur,Kakatpur,Kakatpur,752108
Odisha,Puri,Kakatpur,Kakat Pur,Kalam,Abadan,752118
Odisha,Puri,Kakatpur,Kakat Pur,Kalamapata,Abadan,752118
Odisha,Puri,Kakatpur,Kakat Pur,Kandalpur,Kotakana,752118
Odisha,Puri,Kakatpur,Kakat Pur,Kania,Bangurigaon,752118
Odisha,Puri,Kakatpur,Kakat Pur,Kansilo,Jaleswarpada,752118
Odisha,Puri,Kakatpur,Astaranga,Kantapada,Kendrapati,752109
Odisha,Puri,Kakatpur,Kakat Pur,Kantimala,Abadan,752118
Odisha,Puri,Kakatpur,Astaranga,Karuna,Korana,752109
Odisha,Puri,Kakatpur,Astaranga,Katakana,Sisua,752109
Odisha,Puri,Kakatpur,Kakat Pur,Khandol,Kurujanga,752111
Odisha,Puri,Kakatpur,Kakat Pur,Kherang,Kurujanga,752111
Odisha,Puri,Kakatpur,Kakat Pur,Kiakani,Bangurigaon,752118
Odisha,Puri,Kakatpur,Kakat Pur,Kotang,Abadan,752118
Odisha,Puri,Kakatpur,Kakat Pur,Kuapada,Kotakana,752118
Odisha,Puri,Kakatpur,Kakat Pur,Kundhei,Kundhei,752046
Odisha,Puri,Kakatpur,Kakat Pur,Kunja,Kurujanga,752111
Odisha,Puri,Kakatpur,Kakat Pur,Kurujang,Kurujanga,752111
Odisha,Puri,Kakatpur,Kakat Pur,Kurujanga,Jaleswarpada,752118
Odisha,Puri,Kakatpur,Kakat Pur,Kuruma,Kurujanga,752111
Odisha,Puri,Kakatpur,Kakat Pur,Lataharan,Lataharan,752119
Odisha,Puri,Kakatpur,Kakat Pur,Mahadebbasta,Patasundarpur,752108
Odisha,Puri,Kakatpur,Kakat Pur,Mulagarh,Kakatpur,752108
Odisha,Puri,Kakatpur,Gop,Murudabada,Payara,752002
Odisha,Puri,Kakatpur,Kakat Pur,Naranpur,Kurujanga,752111
Odisha,Puri,Kakatpur,Kakat Pur,Naranpur,Othaka,752108
Odisha,Puri,Kakatpur,Kakat Pur,Naruasankareswar,Jaleswarpada,752118
Odisha,Puri,Kakatpur,Kakat Pur,Nasikeswar,Nasikeswar,752118
Odisha,Puri,Kakatpur,Kakat Pur,Odasamul,Abadan,752118
Odisha,Puri,Kakatpur,Gop,Orei,Mahalapada,752116
Odisha,Puri,Kakatpur,Kakat Pur,Osalang,Abadan,752118
Odisha,Puri,Kakatpur,Kakat Pur,Othaka,Othaka,752108
Odisha,Puri,Kakatpur,Kakat Pur,Palabasta,Abadan,752118
Odisha,Puri,Kakatpur,Kakat Pur,Patapur,Kundhei,752108
Odisha,Puri,Kakatpur,Astaranga,Patasundarpur,Alasahi,752109
Odisha,Puri,Kakatpur,Kakat Pur,Pateligaon,Jaleswarpada,752118
Odisha,Puri,Kakatpur,Kakat Pur,Phanaphana,Suhanpur,752110
Odisha,Puri,Kakatpur,Kakat Pur,Praharajapur,Suhanpur,752110
Odisha,Puri,Kakatpur,Kakat Pur,Pubei,Kaduanuagaon,752118
Odisha,Puri,Kakatpur,Kakat Pur,Raisa,Suhanpur,752110
Odisha,Puri,Kakatpur,Kakat Pur,Ratagarh,Lataharan,752119
Odisha,Puri,Kakatpur,Kakat Pur,Runkei,Jaleswarpada,752118
Odisha,Puri,Kakatpur,Delanga,Sadangi,Chainipur,752016
Odisha,Puri,Kakatpur,Kakat Pur,Sadansha,Kotakana,752118
Odisha,Puri,Kakatpur,Kakat Pur,Sadenga,Kundhei,752046
Odisha,Puri,Kakatpur,Kakat Pur,Sahubuda,Nasikeswar,752118
Odisha,Puri,Kakatpur,Kakat Pur,Samia,Kotakana,752118
Odisha,Puri,Kakatpur,Kakat Pur,Sanaolangar,Lataharan,752119
Odisha,Puri,Kakatpur,Kakat Pur,Sankusti,Patasundarpur,752108
Odisha,Puri,Kakatpur,Kakat Pur,Santaras,Kaduanuagaon,752121
Odisha,Puri,Kakatpur,Kakat Pur,Sarangadharpur,Othaka,752108
Odisha,Puri,Kakatpur,Kakat Pur,Singharpal,Abadan,752118
Odisha,Puri,Kakatpur,Kakat Pur,Somanathapur,Othaka,752108
Odisha,Puri,Kakatpur,Kakat Pur,Srichandanpur,Bangurigaon,752118
Odisha,Puri,Kakatpur,Kakat Pur,Sriramapur,Kakatpur,752108
Odisha,Puri,Kakatpur,Kakat Pur,Suara,Abadan,752118
Odisha,Puri,Kakatpur,Kakat Pur,Suhagpur,Suhanpur,752107
Odisha,Puri,Kakatpur,Kakat Pur,Suhanpur,Suhagpur,752107
Odisha,Puri,Kakatpur,Kakat Pur,Tailo,Kaduanuagaon,752118
Odisha,Puri,Kakatpur,Kakat Pur,Talasuan,Kurujanga,752111
Odisha,Puri,Kakatpur,Kakat Pur,Tarat,Jaleswarpada,752118
Odisha,Puri,Kakatpur,Kakat Pur,Taya,Nasikeswar,752118
Odisha,Puri,Kakatpur,Kakat Pur,Tentulia,Bangurigaon,752118
Odisha,Puri,Kakatpur,Kakat Pur,Tikarpada,Bangurigaon,752118
Odisha,Puri,Kakatpur,Kakat Pur,Tulamal,Kantapada,752118
Odisha,Puri,Kakatpur,Kakat Pur,Upula,Kaduanuagaon,752118
Odisha,Puri,Kanas,Kanas,Abhayapur,Dibyasinghpur,752017
Odisha,Puri,Kanas,Kanas,Adala,Badal,752106
Odisha,Puri,Kanas,Kanas,Alibada,Alibada,752017
Odisha,Puri,Kanas,Kanas,Andarsingha,Andarsingh,752017
Odisha,Puri,Kanas,Kanas,Anjira,Sahupada,752017
Odisha,Puri,Kanas,Kanas,Anlajodi,Anlajodi,752017
Odisha,Puri,Kanas,Kanas,Arana Bhanda Sahi,Sahupada,752017
Odisha,Puri,Kanas,Kanas,Badal,Badal,752106
Odisha,Puri,Kanas,Kanas,Badalapur,Gadabadaput,752046
Odisha,Puri,Kanas,Kanas,Badas,Badas,752017
Odisha,Puri,Kanas,Kanas,Baghamunda,Sahupada,752011
Odisha,Puri,Kanas,Kanas,Bagipada,Pandiakera,752014
Odisha,Puri,Kanas,Kanas,Baharkuda,Khandahota,752017
Odisha,Puri,Kanas,Kanas,Baigantali,Bokanda,752017
Odisha,Puri,Kanas,Kanas,Bajapadar,Deipur,752105
Odisha,Puri,Kanas,Kanas,Bakrisahi,Andarsingh,752017
Odisha,Puri,Kanas,Kanas,Baku,Baku,752105
Odisha,Puri,Kanas,Kanas,Balabhadrapur,Gadabalabhadrapur,752017
Odisha,Puri,Kanas,Kanas,Balipada,Bindhan,752014
Odisha,Puri,Kanas,Kanas,Balipada,Sahupada,752014
Odisha,Puri,Kanas,Kanas,Balipatna,Badas,752017
Odisha,Puri,Kanas,Kanas,Barada,Gadabadaput,752046
Odisha,Puri,Kanas,Kanas,Baragada,Dibyasinghpur,752046
Odisha,Puri,Kanas,Kanas,Barimandal,Gadabadaput,752046
Odisha,Puri,Kanas,Kanas,Basantapur,Jamalgoda,752017
Odisha,Puri,Kanas,Kanas,Bedhatandula,Sahupada,752017
Odisha,Puri,Kanas,Kanas,Benagan,Gadasahi,752017
Odisha,Puri,Kanas,Satyabadi,Bhatapada,Kodua,752014
Odisha,Puri,Kanas,Kanas,Bhatapada Alias Jaypur,Kadua,752017
Odisha,Puri,Kanas,Satyabadi,Bijipur,Parajapada,752011
Odisha,Puri,Kanas,Kanas,Bindhana,Bindhan,752104
Odisha,Puri,Kanas,Kanas,Bindipur,Badal,752106
Odisha,Puri,Kanas,Kanas,Birakesarpur,Dibyasinghpur,752017
Odisha,Puri,Kanas,Kanas,Botalama,Gadabalabhadrapur,752017
Odisha,Puri,Kanas,Kanas,Chadakpur,Sirei,752017
Odisha,Puri,Kanas,Kanas,Chakamulabasanta,Khandahota,752017
Odisha,Puri,Kanas,Kanas,Chakasirei,Kanas,752017
Odisha,Puri,Kanas,Kanas,Chancheipada,Trilochanapur,752015
Odisha,Puri,Kanas,Kanas,Chandapada,Kanas,752017
Odisha,Puri,Kanas,Kanas,Chandaparabalajitpur,Trilochanapur,752015
Odisha,Puri,Kanas,Kanas,Chupurungi,Chupurungi,752017
Odisha,Puri,Kanas,Kanas,Deipur,Deipur,752105
Odisha,Puri,Kanas,Kanas,Delangacharipada,Gadabadaput,752046
Odisha,Puri,Kanas,Kanas,Dethiapada,Sirei,752017
Odisha,Puri,Kanas,Kanas,Dhuanl,Gadabalabhadrapur,752017
Odisha,Puri,Kanas,Kanas,Dibyasinghapur,Dibyasinghpur,752017
Odisha,Puri,Kanas,Kanas,Dimiri,Kanas,752017
Odisha,Puri,Kanas,Kanas,Dochhian,Dochhian,752017
Odisha,Puri,Kanas,Kanas,Dokanda,Bokanda,752017
Odisha,Puri,Kanas,Kanas,Dupur,Alibada,752017
Odisha,Puri,Kanas,Kanas,Ekarukha,Sirei,752017
Odisha,Puri,Kanas,Kanas,Gadabadput,Gadabadaput,752046
Odisha,Puri,Kanas,Kanas,Gadabarapada,Baku,752105
Odisha,Puri,Kanas,Kanas,Gadakharada No.1,Gadakharad,752017
Odisha,Puri,Kanas,Kanas,Gadakharada No.2,Gadakharad,752017
Odisha,Puri,Kanas,Kanas,Gadamatiapada,Pandiakera,752014
Odisha,Puri,Kanas,Kanas,Gadasahi,Gadasahi,752017
Odisha,Puri,Kanas,Kanas,Gadasanput,Gadasanput,752017
Odisha,Puri,Kanas,Kanas,Gadisagada,Gadisagoda,752017
Odisha,Puri,Kanas,Kanas,Gaupada,Trilochanapur,752015
Odisha,Puri,Kanas,Kanas,Golara,Bindhan,752104
Odisha,Puri,Kanas,Kanas,Gomunda,Gadabalabhadrapur,752017
Odisha,Puri,Kanas,Kanas,Gopinathpur,Gopinathpur,752011
Odisha,Puri,Kanas,Kanas,Guadia,Alibada,752017
Odisha,Puri,Kanas,Kanas,Harasapada,Bindhan,752104
Odisha,Puri,Kanas,Kanas,Haripur,Jamalgoda,752104
Odisha,Puri,Kanas,Kanas,Ichhapur,Bokanda,752016
Odisha,Puri,Kanas,Kanas,Jagannathpur,Bijipur,752017
Odisha,Puri,Kanas,Kanas,Jagulaipadar,Gopinathpur,752011
Odisha,Puri,Kanas,Kanas,Jaliapada,Sahupada,752017
Odisha,Puri,Kanas,Kanas,Jamilagoda,Jamalgoda,752017
Odisha,Puri,Kanas,Kanas,Janghar,Andarsingh,752017
Odisha,Puri,Kanas,Kanas,Jankia,Gadasahi,752017
Odisha,Puri,Kanas,Kanas,Jharada,Bijipur,752017
Odisha,Puri,Kanas,Kanas,Junupada,Badas,752017
Odisha,Puri,Kanas,Kanas,Kadua,Kadua,752017
Odisha,Puri,Kanas,Kanas,Kakharubasta,Badas,752017
Odisha,Puri,Kanas,Kanas,Kalapadar,Gopinathpur,752011
Odisha,Puri,Kanas,Kanas,Kalighadi,Chupurungi,752017
Odisha,Puri,Kanas,Kanas,Kanas,Kanas,752017
Odisha,Puri,Kanas,Kanas,Kankapur,Deipur,752105
Odisha,Puri,Kanas,Kanas,Kanrapur,Gadasahi,752017
Odisha,Puri,Kanas,Kanas,Kanthapada,Trilochanapur,752015
Odisha,Puri,Kanas,Kanas,Karamala,Alibada,752017
Odisha,Puri,Kanas,Kanas,Katapada,Trilochanapur,752015
Odisha,Puri,Kanas,Kanas,Kaudiapur,Chupurungi,752017
Odisha,Puri,Kanas,Kanas,Kesarpur,Bokanda,752017
Odisha,Puri,Kanas,Kanas,Khandahota,Khandahota,752017
Odisha,Puri,Kanas,Kanas,Khuntiabanapur,Badal,752106
Odisha,Puri,Kanas,Kanas,Kotakana,Gadasahi,752017
Odisha,Puri,Kanas,Kanas,Krushnanagar,Kanas,752017
Odisha,Puri,Kanas,Kanas,Luniabindha,Sahupada,752017
Odisha,Puri,Kanas,Kanas,Luniapadar,Gopinathpur,752011
Odisha,Puri,Kanas,Kanas,Madhipur,Andarsingh,752120
Odisha,Puri,Kanas,Kanas,Mahal,Bokanda,752017
Odisha,Puri,Kanas,Kanas,Maitratrilochanpur,Sahupada,752017
Odisha,Puri,Kanas,Kanas,Manapur,Trilochanapur,752015
Odisha,Puri,Kanas,Kanas,Manijapur,Gadabalabhadrapur,752017
Odisha,Puri,Kanas,Kanas,Manijapur-I,Gadabalabhadrapur,752017
Odisha,Puri,Kanas,Kanas,Mankagan,Gadakharad,752017
Odisha,Puri,Kanas,Kanas,Mulabasanta,Khandahota,752017
Odisha,Puri,Kanas,Kanas,Nabada,Khandahota,752017
Odisha,Puri,Kanas,Kanas,Naduapur,Khandahota,752017
Odisha,Puri,Kanas,Kanas,Nandigoda,Bijipur,752017
Odisha,Puri,Kanas,Kanas,Nuagan,Gadisagoda,752017
Odisha,Puri,Kanas,Kanas,Nuapada,Trilochanapur,752015
Odisha,Puri,Kanas,Kanas,Olhan,Sahupada,752017
Odisha,Puri,Kanas,Kanas,Ostapari,Gadabalabhadrapur,752017
Odisha,Puri,Kanas,Kanas,Pahilundi,Chupurungi,752017
Odisha,Puri,Kanas,Kanas,Paikmara,Gopinathpur,752011
Odisha,Puri,Kanas,Kanas,Paikmara (Kha),Gopinathpur,752011
Odisha,Puri,Kanas,Kanas,Pandiakera,Pandiakera,752014
Odisha,Puri,Kanas,Kanas,Parimandipur,Bijipur,752017
Odisha,Puri,Kanas,Kanas,Pasiapada,Sirei,752017
Odisha,Puri,Kanas,Kanas,Patajosipur,Baku,752105
Odisha,Puri,Kanas,Kanas,Radhakrushnapur,Bijipur,752017
Odisha,Puri,Kanas,Kanas,Radhamohanpur,Sirei,752017
Odisha,Puri,Kanas,Kanas,Rahandia,Sirei,752017
Odisha,Puri,Kanas,Kanas,Raigurpur,Dibyasinghpur,752017
Odisha,Puri,Kanas,Kanas,Raktapata,Gadabalabhadrapur,752017
Odisha,Puri,Kanas,Kanas,Ranipada,Trilochanapur,752015
Odisha,Puri,Kanas,Kanas,Rudhupur,Andarsingh,752017
Odisha,Puri,Kanas,Kanas,Sahana,Kanas,752017
Odisha,Puri,Kanas,Kanas,Sahaspur,Kadua,752017
Odisha,Puri,Kanas,Kanas,Sahupada,Sahupada,752017
Odisha,Puri,Kanas,Kanas,Sanigan,Khandahota,752017
Odisha,Puri,Kanas,Kanas,Sirei,Sirei,752017
Odisha,Puri,Kanas,Kanas,Siriapada,Sahupada,752017
Odisha,Puri,Kanas,Kanas,Siripur,Jamalgoda,752017
Odisha,Puri,Kanas,Kanas,Sodharapur,Baku,752105
Odisha,Puri,Kanas,Kanas,Srimakundapur,Baku,752105
Odisha,Puri,Kanas,Kanas,Sudagar,Sirei,752017
Odisha,Puri,Kanas,Kanas,Suhagpur,Khandahota,752107
Odisha,Puri,Kanas,Kanas,Tainlo,Sahupada,752017
Odisha,Puri,Kanas,Kanas,Tanamana,Sahupada,752017
Odisha,Puri,Kanas,Kanas,Tarapada,Badas,752017
Odisha,Puri,Kanas,Kanas,Tigiria,Khandahota,752017
Odisha,Puri,Kanas,Kanas,Tipuri,Sirei,752017
Odisha,Puri,Kanas,Kanas,Trilochanpur,Trilochanapur,752015
Odisha,Puri,Krushna Prasad,Krushnaprasad,Adalabad,Malud,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Alanda,Alanda,752002
Odisha,Puri,Krushna Prasad,Krushnaprasad,Alandapatna,Alanda,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Anlakuda,Nuapada,752011
Odisha,Puri,Krushna Prasad,Krushnaprasad,Anua,Siandi,752011
Odisha,Puri,Krushna Prasad,Krushnaprasad,Arakhakuda,Ramalenka,752011
Odisha,Puri,Krushna Prasad,Krushnaprasad,Badaanla,Badannala,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Badadanda,Badannala,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Badajhada,Badajhada,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Badakuda,Ramalenka,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Bajrakote,Bajrakot,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Baliapokhari,Bajrakot,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Balijagannathpur,Gomundia,752017
Odisha,Puri,Krushna Prasad,Krushnaprasad,Balipatapur,Ramalenka,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Barunakuda,Nuapada,752011
Odisha,Puri,Krushna Prasad,Krushnaprasad,Berhampur,Berhampur,752011
Odisha,Puri,Krushna Prasad,Krushnaprasad,Bhabanipur,Berhampur,752011
Odisha,Puri,Krushna Prasad,Krushnaprasad,Biripadar,Gomundia,752017
Odisha,Puri,Krushna Prasad,Krushnaprasad,Bramhanadeo,Ramalenka,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Budhibar,Budhibar,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Chadheya,Titipa,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Chitrakuta,Alanda,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Deulapada,Titipa,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Fatepur,Malud,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Fulabari,Titipa,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Gilinasi,Siala,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Gobaradhuli,Badajhada,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Golpur,Budhibar,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Gomundia,Gomundia,752017
Odisha,Puri,Krushna Prasad,Krushnaprasad,Gopalpur,Siandi,752011
Odisha,Puri,Krushna Prasad,Krushnaprasad,Gourusi,Badajhada,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Gurubai,Nuapada,752011
Odisha,Puri,Krushna Prasad,Krushnaprasad,Harichandanpur,Gomundia,752017
Odisha,Puri,Krushna Prasad,Krushnaprasad,Hunjan,Ramalenka,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Iping,Krushna Prasad,752106
Odisha,Puri,Krushna Prasad,Krushnaprasad,Jagirakuda,Badannala,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Jamuna,Alanda,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Janhikuda,Nuapada,752011
Odisha,Puri,Krushna Prasad,Krushnaprasad,Jenapur,Gopinathapur,752016
Odisha,Puri,Krushna Prasad,Krushnaprasad,Jharakata,Badajhada,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Kadakani,Ramalenka,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Kalad,Titipa,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Kalijaipahad,Krushna Prasad,752106
Odisha,Puri,Krushna Prasad,Krushnaprasad,Kamalasing,Gomundia,752017
Odisha,Puri,Krushna Prasad,Krushnaprasad,Kandaragaon,Badannala,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Kandasar,Bajrakot,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Kanheipur,Siala,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Khatiakudi,Badannala,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Khatisahi,Nuapada,752011
Odisha,Puri,Krushna Prasad,Krushnaprasad,Khirisahi,Berhampur,752011
Odisha,Puri,Krushna Prasad,Krushnaprasad,Kholaganja,Budhibar,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Kholamuhan,Badannala,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Krushnaprasad,Krushna Prasad,752106
Odisha,Puri,Krushna Prasad,Krushnaprasad,Kuanarpur,Ramalenka,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Kumpuri,Siala,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Kurupal,Badajhada,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Maensa,Berhampur,752011
Odisha,Puri,Krushna Prasad,Krushnaprasad,Maladeikuda,Krushna Prasad,752106
Odisha,Puri,Krushna Prasad,Krushnaprasad,Malakuda,Malud,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Maludkhas,Malud,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Mardarajpur,Badajhada,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Mithakua,Titipa,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Morada,Siala,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Naba,Malud,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Nalaban,Titipa,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Nalitakudi,Malud,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Nandala,Ramalenka,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Noliapatna,Siandi,752011
Odisha,Puri,Krushna Prasad,Krushnaprasad,Nuagaon,Siala,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Nuagaon,Titipa,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Nuapada,Nuapada,752011
Odisha,Puri,Krushna Prasad,Krushnaprasad,Ora,Siandi,752011
Odisha,Puri,Krushna Prasad,Krushnaprasad,Paikarapur,Ramalenka,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Parala,Berhampur,752011
Odisha,Puri,Krushna Prasad,Krushnaprasad,Patanasi,Ramalenka,752030
Odisha,Puri,Krushna Prasad,Krushnaprasad,Patanasi,Titipa,752030
